,text
1745,"#ELECCIONES2021
El Secretario del Ayuntamiento de #Escuinapa señala que la Mesa por la Paz y la Seguridad, que sesionó hoy en el municipio, busca “blindar” el proceso electoral del 6 de junio, tras denuncias de amenazas a brigadas del candidato Hugo Moreno https://t.co/lV0JnkBh6p"
1746,"@BcodeVenezuela Quien le responde a uno el problema con ustedes? Nadie tiene las bolas de responder? Ladrones de mierda, devuelvanme mi dinero, un dinero que no gaste yo"
1747,"Los q aspiran por la oposición sustituirlo en la gober no opinan; por eso andamos por estos medios. Es un exabrupto @rafaellacava10 q mientras Vargas y Falcón cierran sus playas, usted ordena abrirlas. Además, Carabobo ha ocupado lugar N° 1 en contagiados."
1748,Gobierno de Carabobo inició fiscalización de precios en comercios https://t.co/dTCQ6IiM9L https://t.co/ChjQMWX1oy
1749,"23/08/2021. Plan Vacacional Escuelas Abiertas Agosto Bicentenario. Palabra de bienvenida a los presentes por parte de la directora del CEIS Santa Rita, preescolar el Carmen, Simoncito Comunitario Juan Germán Roscio. Michelena Tachira. https://t.co/FAPkz0fo9U"
1750,Ellos estan al lado del rectorado de la unefm.. hace mas de un mes la gente de la alcaldia y del rectorado los visitaron sin concretar alguna ayuda... comen gracias a la buena voluntad de algunos vecinos https://t.co/LFhoBQCEat
1751,"@EM_Petroboscan Lo peligros de la gasolina y el gasoil artesanal que producen en Falcón
 https://t.co/0nvFCQ8DW8"
1752,@kenin_nunez @liliamm_27 @PresidenciaCV 18.500.000 VENEZOLANOS necesitan información BOLSAS DE VALORES FINANCIERAS AGROPECUARIAS  @CNPCaracas @cnpven  @cnpzulia @Cnp_Lara  @CnpMiranda @CNP_Carabobo  @economia_gv @mmartinez_gv @sntpvenezuela @globovision @UNoticias https://t.co/w5uvVV2L0x
1753,@MarlindaOficial @SuperligaVen @TaurinosBBC @CentauroSLB Buenas tards. Le escribo para informarle y hacer d su conocimiento q la señal de @TVES_AlDia no se está emitiendo en el estado Falcón d manera abierta (Canal 10).  Tiene mas d 14D OFF.  Este es un canal para el entretto del público Coriano. Esperando corrijan y vuelva la señal
1754,"@laidygomezf las cuentas en dolares ya están por el BDV, la única aislada es usted, a ver, comerciantes pagarían impuestos en pesos y dolares???? obvio ahí si lloran, esperemos que se te acabe esto el 21 de noviembre"
1755,#NACIONALESCabello: Venezuela no acepta la presencia de grupos armados colombianos https://t.co/hsCFM5B9Ux
1756,#Carabobo Sindicalista de refinería El Palito Freddy Alvarado muere por COVID-19 #3Abr https://t.co/3yHYkvNg2o
1757,Señor presidente  la bolsa clap no deberia tardar tanto en  llegar  en  carabobo  las aguitas municipio los guayos llega cada  4 meses y las  proteina nunca an  llegado
1758,Familiares de detenidos en la Comunidad Penitenciaria de Coro piden que les dejen pasar comida y medicamentos https://t.co/8M0F4RsLsY
1759,@elgochoceballos @COOLCHANNELTV Muchacho pa gafo...
1760,"@LuisanaC16 Le basta al fiscal ir a cualquier bomba de gasolina y ver la trama corrupta de cómo te venden la cola en $, o te pasan la la huella del punto haciendo ver q te cobran gasolina subsidiada pero te la cobran a precio de 0,5 dólares o más @MinpublicoVE @TarekWiliamSaab"
1761,"⛔PORTE ILÍCITO || Centinelas del  @GNB41_CARABOBO efectuarón la aprehensión de un cddano a quién se le incautó un arma de fuego A/O del @MinpublicoVE #GNBCaraboboSeguro #15Oct  PuebloYCEOFANBPorVzla
#VacunarseDependeDeTi
#PuebloVencedor  #GNBD411Carabobo 
.@libertad003 https://t.co/BYaBrowy4x"
1762,"#ENTÉRATE📣| El #28Oct inicia el XV Festival Mundial de Poesía de Venezuela 🇻🇪 que reunirá a los 5 continentes en el grito libertario de #Carabobo a 199 años del poema: Mi Delirio Sobre el Chimborazo, del Libertador Simón Bolívar 

#23Oct https://t.co/wGtwCvHM8E"
1763,Acaba de publicar una foto en Paraguana - Pto Fijo - Edo Falcón. https://t.co/Xckpy6AcXG
1764,"#CineForo 

Ligia Bolívar (@ligiabolivar): es muy fácil que frente a un cambio de gobierno, quienes hayan estado de un lado se cambien a otro. Hay quienes utilizan las víctimas como bandera y eso está pasando en este momento. https://t.co/cdazjzg04r"
1765,❤️🇨🇺 CDI Libertad Estado Tachira#Aniversario61FMC #ACubaPonleCorazón #CubaPorLaVida @cubacooperaven @FMC_Cuba @cubacooperaVTAC #MMedicaCubanaTachira https://t.co/ta9c8EhhNf
1766,"@NetUnoOficial @sundde_ve @Conatel @rafaellacava10 sres. NetUno ustedes no tienen que enviarme mensajes dando una fecha tope de pago, hasta que ustedes no resuelvan mi situación del cobro excesivo no les voy a pagar. Abusadores! Cliente C.I. 17516643 San Diego Edo. Carabobo"
1767,"#Carabobo | Estos son los centros de votación para simulacro de elecciones en Carabobo | #7Oct

https://t.co/m6HKulMi30"
1768,@HPUNICO @FabriziaMORETTI @ENZOSCARANO @JAVIERBERTUCCI Hermano si no se sientan perderemos todas las gobernaciónes y alcaldías por ejemplo en Tachira le tienen que dar el apoyo a @laidygomezf quieran o no o el equipo de @jguaido quedaría como promotores de división en Zulia se tienen que sentar con @manuelrosalesg
1769,"¡Amemos al Táchira! Inicia recolección de desechos en municipios del eje metropolitano. Informó el diputado @FreddyBernal.

@NicolasMaduro @Silfredo_Z @Juntosxtachira1 @arguelloyepfri https://t.co/W3DLSAo403"
1770,Adicora es vida. https://t.co/bUJDAqwJwc
1771,"#Entérate || Sectores del Plan de Administración de Carga #PAC que se aplicará este #13Septiembre, correspondiente al estado #Táchira. 

¡Te queremos mantener informado! https://t.co/gfnmtMbqPy"
1772,"@TlalpanAl @CESACT @TlalpanVecinos @vecinoseguro @TlalpanCivico @TlalpanConscien @TlalpanCoyoacan Todo Tlalpan  desde la calle desde comenzando pedregal de San Nicolas primera sección, hasta más allá de milpas y con colonias que no tienen como comunicarse"
1773,¿Igual hay que ir al banco? Ni entiendo la noticia
1774,"@atameAti @saltillotwit ESTÀS EN LO CORRECTO. Solo que a los morenistas en su mayorìa los encuerdan con encuestas donde van arriba y lo de siempre.... a echarse a la hamaca. Y ya perdidos, las lamentaciones.
#Morena #AMLO #Mariodelgado #CDMX #Mexico #Coahuila #Saltillo #Monclova #Acuña #Piedrasnegras"
1775,Aquí seguimos cumpliéndole a nuestro pueblo sin parar un segundo. Aquí nadie se rinde. Q viva Carabobo 🦇🦇🦇 https://t.co/7OK1GWbo96
1776,"Hp bancooooooo nojodaaaaaaaaa .. todos los demás bancos abren , transfieren y demás y el hp banco este nooooooooo .. Dios santo necesito comprarrrrrrrrrr"
1777,"@SSPCMexico @OVIALCDMX @UCS_GCDMX @SSC_CDMX paseos del pedregal 605 se tiene que caminar por debajo de las banquetas, esto es todos los días, aunque tienen una cámara arriba de ellos, será negocio de algún funcionario? https://t.co/qufZX6BM34"
1778,"Es que se dieron por enterado que el dolar va a escasear a nivel mundial y ya no aumenta a diario, cogieron otra vez para el bolivar para justificar aumento de producto por cualquier otra razon que no es el precio del dolar..A los especuladores no les gusta mucho la tasa del BCV. https://t.co/8JugO3cWYS"
1779,"⚖ ¿Busca una Notaría de confianza, rápida y eficaz? 
Notaría Trece, permítanos ser su aliado legal de confianza. ✒
Morelos 504 Sur Centro, PiedrasNegras, Coah.
Tels. (878)782-2844 / 01-800-507-3266 https://t.co/lerVvlIJWp"
1780,"@UnidadGremial Sí claro,Andrés Velásquez en Bolívar,ganó se organizó con todo su padrón electoral,tuvo representación en todas las mesas,hasta el último rincón del Estado,logró tener todas las actas en sus manos,con las mismas,pudo demostrar el robo obseno,q le hizo el CNE,NO VOTO MÁS ‼️🆘"
1781,"¡Pueblo de #Táchira seguimos recuperando las vías de #SanCristóbal! En la Av. Antonio José de Sucre estamos sustituyendo la capa del manto asfáltico que tenía más de un año sin un cariñito, donde aplicaremos 1600 toneladas de asfalto desde la Redoma del Avión hasta Venetubos. https://t.co/lTspC3KbwA"
1782,#SUCESOS Fiscal general confirmó la detención de “Chiche Smith” en Anzoátegui https://t.co/QJ8Mpx6QjA
1783,@MarioSanchezVe @DvoTachira Hasta cuando seguiremos los del Tachira sufriendo a Valera :-(
1784,"@ruxire Daka vende muy caro para cosas que se ve tan baratas, osea de baja calidad, mejor vete al Sambil, en Carabobo conozco sitios mejores, en otros estados no tengo idea"
1785,@pedroluisflores Yo no 😒  Estado Falcón full Lluvia y Frio y Coro dónde de ha visto🤷
1786,"#30Mar #Falcón #Sucesos #Coro Vendían bicicletas hurtadas y les cayó Polimiranda
https://t.co/Oy5jDxkQC9 https://t.co/I2Y4JdykUK"
1787,"“Hemos estrechado lazos a través de la Asociación de Ganaderos del estado Táchira y por ello, ratifico que estamos dispuestos a trabajar mancomunadamente y seguir en las mesas de trabajo con el futuro gobernador del estado Táchira”, puntualizó Maldonado.
#AmemosAlTachira
#Tachira https://t.co/f7KoDbcKxQ"
1788,@NicolasMaduro  @onapre_oficial @onapre_oficial Los Trabajadores de Corposalud adscrito a la Gobernación del Estado Tachira solicitamos la aprobación de los recursos de la Homologación de los meses de Mayo Junio y julio del año 2021
1789,"Acaba de publicar una foto en Santa Ana De Coro, Falcon, Venezuela https://t.co/Rm26hztb2Y"
1790,Encuentran dos cabezas humanas en una plaza del estado Bolívar https://t.co/iAI41TOYUe  #SUCESOS
1791,"Saludos desde punto fijo viendo TLT los cardenales de San Luis es un equipo que poco chance le ha dado a los venezolanos en su historia recuerdo muy pocos Ordaz, Roger cedeño y el último creo que Edward Mujica en 2013 #MLBxTLT"
1792,"#PronosticoDelClima  🌦️

En la imagen se observan áreas nubladas con descargas eléctricas (destellos azules) en áreas del Zulia, Táchira, Falcón, Sucre, Monagas, Delta Amacuro, Apure, Bolívar y Amazonas. Hora: 04:30 HLV. Vía @INAMEH @luiscarrillo66 

#CaminosDeVictorias https://t.co/Y385dPOMec"
1793,@Banesco Y si cambio mis bs a $ por la mesa de cambio puedo retirar efectivo en sus agencias?
1794,"🚩 DEMANDA DE TALENTO 
.
.
.
✌🏼El éxito es la suma de pequeños esfuerzo repetidos día tras día.
.
.
.
#gri #grivenezuela #demandadetalento #vacantes #empleos #trabajos #empresas #gestionhumana #rrhh #reclutamiento #selecciondepersonal #valencia #carabobo #caracas #venezuela🇻🇪 https://t.co/s0j0e0Vdg1"
1795,"1-Que alguien me explique. Este sr esta aspirando a la alcaldía de Guasimos edo. Táchira. Y x wsp me invita a votar mañana en unas primarias para ser candidato. Cuando le dije q en tiranía solo votan los politiqueros cohabitadores, me responde. Q el no es político y busca cambiar https://t.co/4ODgrB4k6E"
1796,"@BcodeVenezuela Buen día, por que solo aparece el dinero del punto de venta del jueves y lo de ayer? @BcodeVenezuela"
1797,"Ellos controlan PDVSA, El BCV y los medios de comunicación, ¿Pero la culpa siempre es del imperio, DolarToday, o Maria Corina? ¿Tu realmente crees que DolarToday controla la economía de todo un país desde un app? ¿en serio? https://t.co/cAHupFL8Ic"
1798,@FreddyBernal Tenemos fe en Dios y en usted camarada y combatiente Freddy Bernal que el Táchira va ser el Estado mejor económico del país amemos al Táchira 😎👍💯
1799,@JP_7_ Los Andes siempre tienen ese Encanto Táchira y Merida son lo Mejor de Venezuela Aguante Pérez Jiménez
1800,Marc Anthony se disculpa por no ofrecer concierto debido a falla técnica https://t.co/tTXmY1Dko7
1801,@RCR750 @churuguara Pais bizarro.  Cuando se irán a arrechar y terminar con este narco régimen y sus colaboracionistas?
1802,"#09Abr #Falcón #Coro | Entre un 15 y 20% ha bajado la venta de pan 
https://t.co/xyE1Q4jhQM https://t.co/5L7Mi5hT9a"
1803,La imposición del dolar cucuteño y la rapiña de comerciantes agrupados en @fedecamaras y otras organizaciones. No paran orden del Estado respecto a cual es el referente aplicarse a partir de la entrada del nvo cuño monetario. @NicolasMaduro @delcyrodriguezv @BCV_ORG_VE @VTVcanal8 https://t.co/JkxL5Gh17M https://t.co/uniLZsd3vZ
1804,Otro objetivo logrado.... constancia y disiplina en San Cristobal - Edo Tachira https://t.co/aGoQLJ8Rh5
1805,"15'. ¡Cerca las locales!

Tiro por alto desde el sector derecho a segundo palo, donde Jacky García se lanza a lo ""Manuel Negrete"" en México '86, pero su disparo llega hasta El Pedregal.

¡Vamos para adelante, Academia!

#LaFielFemenil"
1806,Presos por vender bicicletas hurtadas de un comercio en Coro https://t.co/8phF4OXAVA #SUCESOS
1807,@maigongh @Banesco cada vez que intento hacer un pago movil por la pagina https://t.co/4LhInvv6hP
1808,"A PASO DE VENCEDORES! NUESTRA PATRIA AHORA MAS QUE NUNCA LIBRE! La #MiliciaBolivariana Presta, Preparada, Entrenada y Organizada. @ZODI45_Carabobo @cmmzodic @libertad003  @NicolasMaduro  @vladimirpadrino @dhernandezlarez 
#VivaLaPatia https://t.co/L3eZsjxDX8"
1809,@Lamaestra09 @Banesco Saludos. ¿Está intentando entrar desde Cantv?
1810,O sea que se robo esa plata tambien? Mucha rata!Primera Línea: Gustavo Bolívar se defiende ante el Consejo de Estado | RCN Radio https://t.co/6auq27hdvY
1811,"El Metro de Caracas también presenta falla en su servicio.

La señal y conexión a internet, es escueta.

Zonas de Aragua, Carabobo, Miranda, Lara, Táchira, Nueva Esparta y Zulia, también están afectadas.

Corpoelec, no se ha pronunciado.

#Venezuela"
1812,"@luis_villegasr @delcyrodriguezv @Mippcivzla @BCV_ORG_VE @JuventudPSUV @nicmaduroguerra @VTVcanal8 @EneidaLayaPsuv @UNoticias @d_guzmanl @almacaracas Bienvenida la moneda, esperemos que el aumento del dolar, dos veces al día de lunes a viernes de todas las semanas del año permanezca estable, de lo contrario, es esa moneda especulativa la que continuará regulando la economía del País y el estado sin dar pie con bola para frenar"
1813,#MiliciaBolivariana más que un compromiso patrio siempre estaremos rodilla en tierra #PieDeLucha @wistohor @dhernandezlarez @vladimirpadrino @ADI_Tacarigua @ZODI45_Carabobo @REDICentral_ @AmeliachPSUV https://t.co/wBkPsrTUSS
1814,"🚨🔥⛽  Reportan un incendio en uno de los tanques de la Refinería El Palito, en #Carabobo
Reportan incendio en uno de los tanques de la Refinería El Palito, aparentemente, luego de que cayera un rayo. Bomberos, PDVSA y Pequiven tendrían la situación controlada, -@Alertas24Vzla https://t.co/6rvtpB4SQn"
1815,"Carson - Héritier

Je vous conseille fortement d'aller écoutez les deux Volumes de Falconia dispo sur toutes les plate-formes 🔥 

https://t.co/xEf8LOXQsR https://t.co/ChnjaFW6pL"
1816,"Así como los laboratorios Q se construirían en unos terrenos ubicados entre el complejo petroquímico ""Jose Antonio Anzoátegui"" y puerto Piritu en Anzoátegui? Cuyos laboratorios eran principalmente Pfizer y Bayer, Si mal no recuerdo Creo que fué en la gestión De TareckWilliamSaab https://t.co/QF0EoMwPlt"
1817,"#Atención | El Consulado de Colombia realizará una jornada de  #ConsuladoMóvil en Tampa 🇺🇸 el próximo 28 de agosto. 

Programe su cita 👇 
https://t.co/FS5XYT7q94 https://t.co/X6m2SSqOa9"
1818,"#MLBxTLT  Saludos desde cordero estado tachira, mis 3 son:

Shohei Ohtani!
Gerrit Cole!
Lance Lynn!"
1819,"DIRECTORIO MÉDICO CARABOBO
MES DE SEPTIEMBRE
#Salud #Clinicas #Guarico #Trujillo #Miranda #Monagas #Bolivar #Tachira #Cojedes #Aragua #Zulia #Caracas #Apure #Falcón #Carabobo #NuevaEsparta #Barinas #Anzoategui #Merida #Portuguesa #Venezuela #Carabobonet
https://t.co/xM82YvRFVB"
1820,@cmmzodic @NicolasMaduro @ZODI45_Carabobo @dhernandezlarez @wistohor SI PORQUE LA MILICIA NO SE CANSA Y SIEMPRE ESTAMOS PRESTO A CUALQUIER ORDEN EMANADA DE LA COMANDANCIA GENERAL PARA CUMPLIRLA YA QUE LOS ESCUDO BOLIVARIANOS HAN SIDO UN GRAN EXITO
1821,"¡Una #nueva #serie de #ciencia ficción de @AlanSomoza!
Con olor a #Mandalorian o a #Firefly, una #aventura #espacial de corsarios que buscan prosperar en una galaxia despidada e indiferente.¡Conoce la #historia de Kiara Dreston!
https://t.co/B7G5dX6Wr8

#España #Mexico https://t.co/nKL7zis735"
1822,"@AreaZamora
@apdi_candelaria 
@NicolasMaduro 
@vladimirpadrino 
@dhernandezlarez 
@libertad003 
#MiliciaBolivariana 
#PieDeLucha 
'La MUJER. preparada
Que Proyecta Su Imagen
Cómo Política  Gerencista, Militar. Esa
Es la Mujer, Luchadora"" https://t.co/fmwd8zUFNP"
1823,"@ReporteYa @CarlosOAlbornoz En la Falcon-Zulia, caserios cercanos a Coro, también sucede regularmente y desde hace bastante pero, bastantes años, desde el Montillismo se da eso, se hacen colas de carros interminables y tranca hasta más de 12 horas, y el gobierno regional y municipales bien gracias"
1824,"CDI Diego Salazar Píritu realizando encuentro con miembros de la dirección nacional y del Estado y a su vez haciendo entrega del diploma de fin de misión a colaboradores por el deber cumplido. 
#BarrioAdentro18Aniversario #CubaPorLaVida #CubaCoopera https://t.co/tNmnJ9EhWJ"
1825,@elgochoceballos https://t.co/Qu5akL0Idw
